frase,10,50,75,100,150,200,300,400,500,600,750,1000,base
Qual é o maior país do mundo,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Quem é o prefeito de Paris?,9873.7194538116,9765.9213542938,9653.3710956573,9881.2532424927,10311.6381168365,9986.7389202118,9992.4488067627,9847.8176593781,9746.1223602295,10218.5325622559,10003.5936832428,10106.8270206451,9525.6366729736
Quem é o treinador da equipe de hockey no gelo de Ankara?,1632.9596042633,1687.3676776886,1654.9825668335,1648.1242179871,1718.314409256,1751.5223026276,1754.8632621765,1879.2839050293,1833.1825733185,1816.6692256927,1852.7150154114,1996.5436458588,20463.880777359
Quem é o prefeito da capital da Polinésia Francessa?,1919.4309711456,1928.8487434387,1918.5645580292,1925.098657608,1930.894613266,1917.4032211304,1934.2346191406,1925.6958961487,1982.4376106262,1940.8264160156,1961.0345363617,1999.2384910583,21868.2990074158
Que prêmios Douglas Hofstadter ganhou?,624.3724822998,643.2204246521,647.278547287,613.7526035309,622.4956512451,649.3344306946,616.3980960846,636.9512081146,621.649980545,651.3469219208,645.0033187866,889.2087936401,652.1053314209
Quanto custou The Lego Movie?,693.7074661255,686.4295005798,693.3844089508,692.3832893372,688.5221004486,691.6177272797,697.6804733276,701.3428211212,699.5875835419,700.8628845215,695.1310634613,928.7166595459,690.8378601074
Onde começa a Piccadilly?,827.0184993744,809.2377185822,802.3364543915,803.6408424377,801.5050888062,807.7585697174,810.1913928986,808.7244033813,806.1802387238,821.3202953339,811.6974830627,809.2951774597,815.6125545502
O Príncipe Harry e o Príncipe William têm os mesmos pais?,2174.4956970215,2167.3202514648,2224.1191864014,2166.3572788239,2177.4008274078,2203.4156322479,2166.1257743835,2160.210609436,2248.560667038,2329.8394680023,2249.3529319763,2360.5644702911,18133.5904598236
Quem interpretou o Agente Smith em Matrix?,1406.4347743988,1424.4062900543,1471.1186885834,1475.6293296814,1503.1516551971,1578.7577629089,1542.0751571655,1549.9260425568,1569.5505142212,1574.8867988586,1565.2539730072,1613.4638786316,1661.8950366974
Quantos idiomas são falados no Turquemenistão?,2477.3478507996,2418.8349246979,2531.3723087311,2390.3939723969,2381.9477558136,2491.498708725,2499.7375011444,2488.99269104,2729.8178672791,2686.8262290955,2487.6294136047,2709.9990844727,-1.0
Em que filmes Julia Roberts e Richard Gere atuaram?,976.0904312134,1001.0976791382,1013.7617588043,1041.1601066589,1023.2141017914,1083.5950374603,1386.5604400635,1157.2699546814,1195.4305171967,1165.7958030701,1186.4821910858,1236.988067627,4289.959192276
Em que país nasce o Ganges?,1120.9609508514,1125.1194477081,1138.8795375824,1149.3992805481,1151.2322425842,1154.4380187988,1163.9223098755,1167.3965454102,1194.5233345032,1225.3243923187,1226.4397144318,1263.4446620941,10209.8624706268
Em que ano nasceu Rachel Stevens?,1093.2834148407,1110.9383106232,1122.2069263458,1144.031047821,1169.2523956299,1160.6109142303,1139.7783756256,1158.798456192,1162.712097168,1211.7385864258,1220.1709747314,1265.5549049377,-1.0
Barack Obama é um Democrata?,8758.0332756042,8756.8843364716,7313.0362033844,8550.4724979401,8520.5128192902,8076.6980648041,8061.5978240967,8847.339630127,8760.274887085,8838.4337425232,8071.8014240265,7640.9475803375,8092.5691127777
Onde nasceu Bach?,785.010099411,785.9396934509,800.8975982666,789.5576953888,788.0988121033,798.2482910156,803.6522865295,866.3246631622,797.4362373352,813.4512901306,800.5676269531,808.922290802,797.6083755493
Quantas vezes Jane Fonda se casou?,708.354473114,712.7358913422,706.2127590179,699.6049880981,714.4842147827,722.4564552307,713.3932113647,715.7161235809,705.6021690369,716.4690494537,1411.0715389252,1742.996931076,718.8901901245
Quem foi o primeiro a escalar o Monte Everest?,650.7706642151,659.4483852386,660.0196361542,649.2471694946,651.7360210419,650.3229141235,647.7608680725,654.4559001923,646.6920375824,651.1950492859,659.4045162201,657.4673652649,653.1975269318
Quantas pessoas vivem na Polônia,1033.5299968719,1013.1089687347,1029.1743278503,1029.8585891724,1000.3099441528,1047.0533370972,1053.6937713623,1048.4430789948,1051.7263412476,1101.1459827423,1150.8915424347,1260.8890533447,-1.0
Onde fica o Palácio de Westminster?,608.9451313019,641.7036056519,637.2830867767,613.8517856598,614.844083786,639.8162841797,644.3128585815,621.7877864838,613.6884689331,611.4161014557,636.2102031708,644.0978050232,632.9288482666
Christian Bale atua em Batman Begins?,685.4529380798,711.7404937744,767.7841186523,799.1178035736,847.6188182831,861.7510795593,909.5242023468,935.0204467773,963.9151096344,978.0251979828,930.7935237885,937.5474452972,913.3105278015
Em que país fica o Lago Limerick?,1048.9394664764,1076.1244297028,1052.7501106262,1054.4106960297,1061.4466667175,1075.2248764038,1051.8000125885,1075.777053833,1106.7695617676,1054.664850235,1054.3541908264,1085.901260376,1049.4220256805
Qual foi o último filme de Alec Guinness?,958.6703777313,983.2618236542,973.0336666107,996.1004257202,950.8867263794,952.8012275696,931.7979812622,949.0275382996,931.1168193817,974.9565124512,980.2107810974,971.7946052551,972.3718166351
Qual a montanha mais alta da Austrália?,3394.5636749268,3719.5110321045,3398.6172676086,3504.0302276611,3386.6920471191,3616.1284446716,3387.9964351654,3298.793554306,3409.9428653717,3387.0449066162,3498.40259552,3388.9760971069,3529.2110443115
Frank Herbert ainda vive?,652.5793075562,652.2037982941,656.6426753998,659.1126918793,672.2948551178,627.2933483124,644.659280777,665.7919883728,671.4310646057,652.6274681091,662.0535850525,669.12150383,654.8671722412
Quem criou Family Guy?,897.9210853577,847.8050231934,883.3227157593,890.0699615479,896.915435791,863.1634712219,925.1070022583,867.3133850098,893.0957317352,858.7732315063,892.1139240265,915.3082370758,944.454908371
Qual a língua oficial do Suriname?,4064.5613670349,4637.8931999207,3863.1875514984,4513.9760971069,3851.5212535858,4185.341835022,3715.7683372498,4520.8752155304,4197.7999210358,4415.7152175903,4296.3407039642,4275.8271694183,4277.3342132568
Quem escreveu a canção Hotel California?,1701.0555267334,871.288061142,841.9938087463,865.142583847,867.3481941223,1045.7208156586,849.7092723846,868.2227134705,861.0823154449,873.1429576874,872.1108436584,872.6990222931,907.594203949
Liste todos os atores que estrelaram em filmes dirigidos por William Shatner.,1129.3540000916,1162.1344089508,1258.3303451538,1267.2259807587,1273.6032009125,1229.9163341522,1252.7189254761,1266.7021751404,1267.9059505463,1290.762424469,1269.1848278046,1339.7142887115,17099.7579097748
Quais são os ingredientes do biscoito de chocolate?,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Liste todos os skatistas profissionais da Suécia.,857.736825943,848.2768535614,839.2512798309,871.102809906,859.0726852417,867.8388595581,854.7611236572,877.4209022522,845.0446128845,890.9931182861,847.0396995544,873.7924098969,871.342420578
Que ingredientes eu preciso para um bolo de cenoura?,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
O Neymar joga no Real Madrid?,1098.6440181732,1140.9270763397,1174.0233898163,1459.2988491058,1218.1453704834,1260.0545883179,1270.4873085022,1352.5483608246,1380.3641796112,1306.1063289642,1385.8962059021,1390.5115127563,1383.1305503845
Que cientista da computação ganhou um Oscar?,20260.2322101593,20584.2802524567,20460.1514339447,20945.0533390045,21359.7440719604,20785.1436138153,21423.1884479523,21200.41680336,21190.6321048737,20467.812538147,21242.3024177551,21602.1599769592,-1.0
Quantas empresas foram fundadas no mesmo ano que o Google?,4971.1892604828,4398.8296985626,4961.4233970642,4065.4594898224,4863.9307022095,3843.7347412109,4844.9695110321,4838.8731479645,4306.991815567,5059.6568584442,4624.3758201599,4621.6886043549,-1.0
Em que cidade da Inglaterra está a sede do MI6?,1621.8104362488,1571.1359977722,1506.0014724731,1536.4646911621,1499.5129108429,1505.223274231,1595.1120853424,1722.4981784821,1840.5637741089,1943.7954425812,2185.8122348785,2510.5504989624,-1.0
A Crise dos Mísseis de Cuba ocorreu antes da Invasão da Baía dos Porcos?,92736.8550300598,97254.2850971222,90758.3394050598,100613.3878231049,99274.6760845184,99146.381855011,96083.6050510406,94904.8919677734,95427.2730350494,96909.4216823578,77861.843585968,97175.8759021759,97068.425655365
Qual o significado de IYCM?,3849.5807647705,3506.7536830902,3974.5783805847,3970.1354503632,3394.6552276611,3381.5460205078,3717.7760601044,3423.1603145599,3490.7574653625,3722.6598262787,3841.5374755859,3747.6172447205,4059.5951080322
Quando a Dinastia Ming acabou?,700.341463089,695.9218978882,706.5975666046,699.6459960938,698.7524032593,708.4000110626,711.3950252533,716.2823677063,714.4827842712,713.924407959,707.7782154083,705.0268650055,702.5806903839
Liste todos os episódios da primeira temporada do seriado Família Soprano da HBO.,2283.7903499603,2405.517578125,2406.1040878296,2736.3469600677,2484.5306873322,2328.2504081726,2496.4287281036,2500.8029937744,2605.9067249298,2499.0839958191,2413.3951663971,2722.1002578735,11193.5937404633
"Qual é a população total de Melbourne, Florida?",6785.0050926208,7849.4100570679,6627.2332668304,6966.0081863403,7253.5862922668,6740.7329082489,6638.6563777924,6844.6745872498,6867.1147823334,6948.6088752747,6877.4783611298,6987.5574111938,18104.199886322
Arnold Schwarzenegger frequentou uma universidade?,1668.915271759,1497.0185756683,1544.9657440186,1627.6290416718,1690.2952194214,1666.8334007263,1718.1560993195,1751.9025802612,1760.7569694519,1828.6082744598,1797.5113391876,1849.9429225922,4174.9303340912
Em que país está o Monte Everest?,1060.8973503113,1053.5535812378,1047.3515987396,1137.5761032104,1068.549156189,1053.4958839417,1074.4907855988,1045.6771850586,1043.0543422699,1045.3038215637,1342.7805900574,1199.759721756,1048.3403205872
Qual é a maior cidade da Austrália?,1932.8653812408,1907.8440666199,2007.3149204254,1935.2760314941,1943.7036514282,1863.5513782501,1914.154291153,1913.9750003815,1927.8919696808,1941.6508674622,2015.4936313629,1983.3741188049,1928.2567501068
Ache todas as plataformas de lançamento espaciais operadas pela NASA.,10849.0455150604,12197.8523731232,12572.7708339691,13552.2315502167,10287.7016067505,12618.8960075378,12504.4250488281,12726.4537811279,12655.7774543762,13686.8772506714,12892.3435211182,12757.8556537628,25110.5740070343
Quem é o prefeito de Tel Aviv?,6943.0222511292,8392.8413391113,8312.3626708984,7615.0462627411,6957.2777748108,6859.8086833954,7392.4582004547,7163.6245250702,7389.9049758911,7314.9816989899,6859.4014644623,8296.9560623169,8184.3750476837
Liste todos os episódios da primeira temporada do seriado Família Soprano da HBO.,2345.6325531006,2281.8660736084,2282.7985286713,2592.1657085419,2241.810798645,2525.071144104,2354.5258045197,2831.915140152,2459.6009254456,2524.7955322266,2519.823551178,2613.3692264557,11659.099817276
Quem criou Batman?,3052.3386001587,3042.0231819153,3063.2948875427,3405.2119255066,3056.0643672943,3053.6344051361,3296.8392372131,3387.3679637909,3053.3285140991,3175.0423908234,3527.711391449,3397.043466568,3169.3511009216
Quem interpretou Gus Fring em Breaking Bad?,744.6446418762,764.885187149,797.8720664978,849.8108386993,881.721496582,888.6005878448,905.0040245056,906.774520874,923.6145019531,934.1146945953,966.8915271759,946.5382099152,960.752248764
Em que linguagem de programação foi escrito o GIMP?,934.1430664062,960.4094028473,937.0133876801,983.0985069275,968.6634540558,975.5969047546,990.4940128326,1043.2276725769,1035.7367992401,1031.1887264252,1024.4014263153,1055.6955337524,2723.7868309021
Em que império antigo você poderia pagar com grãos de cacau?,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Quem é o editor da Forbes?,9642.9286003113,9732.9249382019,9420.6690788269,10188.9688968658,9764.4689083099,9303.9741516113,9619.2207336426,9609.3757152557,9397.6972103119,10278.2342433929,9534.5869064331,9647.8126049042,9846.4891910553
Quantos habitantes tem a capital da Austrália?,3977.8394699097,3711.8434906006,3956.0811519623,3734.6076965332,3944.1230297089,3948.0607509613,3830.8248519897,4063.1983280182,3843.430519104,3951.5597820282,4396.8877792358,4289.110660553,-1.0
Quais surfistas profissionais nasceram na Austrália?,2729.9618721008,2751.7631053925,2723.9770889282,2837.2120857239,2719.7477817535,2625.303030014,2711.231470108,2746.120929718,2836.7719650269,2945.3523159027,3062.8480911255,3281.506061554,3943.2129859924
Que companhias de eletrônica foram fundadas em Beijing?,6507.7946186066,6406.7959785461,6634.8879337311,7318.0484771729,6623.1458187103,6615.5927181244,6525.7971286774,5837.5880718231,6736.3431453705,7086.6296291351,6744.377374649,6868.435382843,-1.0
Mostre todos os jogos da Mean Hamster Software.,1252.9962062836,1285.9621047974,1274.0225791931,1313.8251304626,1257.3237419128,1276.7329216003,1262.7191543579,1318.879365921,1275.1638889313,1569.7090625763,1274.98960495,1301.730632782,1266.9162750244
Quantas lojas Aldi existem?,664.2985343933,668.2195663452,670.750617981,673.6326217651,674.6542453766,675.9264469147,679.5403957367,675.1379966736,666.1293506622,669.5687770844,664.7584438324,673.4929084778,666.7652130127
Qual a capital de Camarões?,1913.250207901,1978.9896011353,1935.5745315552,1945.4131126404,1957.5841426849,1997.6916313171,1910.1243019104,2022.2716331482,1921.4682579041,1982.7477931976,1969.1047668457,2003.555059433,2004.6229362488
Há algum jogo eletrônico chamado Battle Chess?,1289.5829677582,1403.3915996552,1241.391658783,1388.4160518646,1349.8964309692,1295.1745986938,1337.1713161469,1329.4417858124,1291.1982536316,1413.0120277405,1279.6111106873,1309.6387386322,1270.2419757843
A esposa do Presidente Lincoln chamava-se Mary?,24510.9076499939,24661.9174480438,24378.1394958496,24684.0572357178,23562.6327991486,19780.825138092,23774.0817070007,23546.0991859436,23772.301197052,24229.8815250397,24480.4112911224,24603.4152507782,45553.4210205078
Encontre todos os filmes dirigidos por Francis Ford Coppola.,10781.1906337738,12744.40574646,10991.8842315674,13545.5679893494,10860.2643013,13203.6423683167,13062.1831417084,13731.8599224091,11079.8046588898,12733.7307929993,12773.9028930664,12768.9166069031,25912.5499725342
Qual filme de Tim Burton teve o maior orçamento?,1055.3288459778,1075.0920772552,1066.2956237793,1060.8127117157,1098.2484817505,1097.6502895355,1108.6328029633,1080.397605896,1143.9616680145,1101.3684272766,1163.6517047882,1162.4648571014,5533.0424308777
Breaking Bad tem mais episódios do que Game of Thrones?,1460.4170322418,1529.9310684204,1550.1852035522,1601.5937328339,1606.7221164703,1594.895362854,1646.8534469604,1693.7854290009,1697.6702213287,1712.3234272003,1725.3799438477,1727.7581691742,1833.1513404846
Quem era chamado de Rodzilla?,867.7365779877,872.9684352875,873.5554218292,873.6579418182,1159.303188324,866.1253452301,847.668170929,859.5516681671,859.6737384796,863.4653091431,864.0551567078,855.5822372437,858.1492900848
Natalie Portman nasceu nos Estados Unidos?,1026.4251232147,991.8465614319,1020.5514431,1041.9235229492,1087.2254371643,1078.4413814545,1088.7980461121,1176.9766807556,1303.2605648041,1361.4346981049,1479.275226593,1745.9433078766,31151.2863636017
Mostre os netos de Elvis Presley.,24167.0472621918,24100.9075641632,23283.4165096283,23340.3000831604,23360.7537746429,23476.151227951,23498.6221790314,24217.339515686,23640.2111053467,24339.7409915924,23028.0539989471,23680.4873943329,24174.8197078705
Quais filmes protagonizados por Mickey Rourke foram dirigidos por Guy Ritchie?,1132.969379425,1151.7395973206,1135.0862979889,1154.4795036316,1158.2188606262,1218.1243896484,1266.5302753448,1302.6843070984,1269.9701786041,1323.5580921173,1336.0559940338,1346.4074134827,11732.3579788208
Quando morreu o criador de Drácula?,39356.4319610596,39434.8216056824,39682.7564239502,41392.7454948425,41187.4771118164,39808.6459636688,40126.5876293182,40647.730588913,40221.1153507233,40415.2355194092,39884.4249248505,40470.000743866,46123.9111423492
De que país vem o criador de Miffy?,1098.7133979797,1099.9791622162,1102.1108627319,1124.2988109589,1108.6463928223,1156.8646430969,1108.0803871155,1120.4619407654,1214.9031162262,1123.2464313507,1174.6754646301,1223.1006622314,9044.420003891
Qual é o nome verdadeiro do Batman?,4725.6755828857,5104.6464443207,4757.6258182526,4830.2788734436,5506.5639019012,4981.2116622925,4629.145860672,4499.8896121979,4728.743314743,4755.1748752594,4859.1437339783,5061.0883235931,5052.4191856384
Que forma de governo a Rússia possui?,3742.1760559082,3394.1738605499,3733.6490154266,3856.7759990692,3749.9606609344,3745.4640865326,3827.6331424713,3956.9561481476,3944.6318149567,3837.6460075378,4183.9818954468,3960.7665538788,18683.6860179901
Quantas companhias foram fundadas pelo fundador do Facebook?,5636.1722946167,6310.6179237366,6108.1032752991,5623.1114864349,5732.3784828186,5756.7582130432,5844.1650867462,5729.3877601624,6386.5528106689,6391.674041748,5740.6067848206,5859.4229221344,-1.0
Liste todas as gravadoras canadenses de música Grunge.,9877.12931633,10107.2690486908,9875.8192062378,10068.3903694153,10085.1576328278,10089.3294811249,10187.4535083771,10404.1364192963,9967.4451351166,10180.6457042694,10200.8337974548,9884.9639892578,9700.0977993011
Quantos filhos Benjamim Franklin teve?,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Liste os filhos de Margaret Thatcher.,1689.8944377899,1589.971780777,1605.3061485291,1602.6527881622,1579.087972641,1600.0580787659,1598.6857414246,1599.8973846436,1611.2921237946,1638.4334564209,1599.6298789978,1582.7376842499,1608.4744930267
De que região é o Melon de Bourgogne?,1472.4333286285,1538.852930069,1480.5407524109,1488.1405830383,1589.6308422089,1565.012216568,1755.9988498688,1793.342590332,1929.3184280396,2156.7392349243,2298.1233596802,2735.803604126,-1.0
Qual é o filho mais velho de Meryl Streep?,1616.6758537292,1608.8135242462,1634.2401504517,1572.4558830261,1607.861995697,1599.3463993073,1656.1598777771,1602.3666858673,1607.0291996002,1667.8776741028,1651.2203216553,1653.3832550049,1633.07929039
As rãs arborícolas são um tipo de anfíbio?,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Christian Bale atua em Velvet Goldmine?,691.6363239288,722.1057415009,742.6009178162,774.8718261719,811.7156028748,862.8087043762,909.4336032867,893.0082321167,906.2700271606,909.775018692,910.2437496185,896.0199356079,891.9880390167
Liste todos os jogos da GMT.,1241.8122291565,1264.2660140991,1274.1422653198,1241.5390014648,1250.0922679901,1297.5330352783,1255.5403709412,1300.0388145447,1273.3674049377,1275.2079963684,1264.232635498,1280.7145118713,1266.5503025055
O Isar desemboca em um lago?,1307.1613311768,1314.6667480469,1305.5417537689,1366.3268089294,1395.3754901886,1371.5968132019,1496.9084262848,1551.2762069702,1710.0939750671,1836.6482257843,2049.2308139801,2388.6749744415,4264.4438743591
Que aeroportos a Yeti Airlines serve?,1613.0168437958,1563.2066726685,1617.9986000061,1559.3945980072,1605.6177616119,1674.5071411133,1704.0414810181,1832.5445652008,1821.1958408356,1717.0157432556,2406.810760498,1790.513753891,13346.2834358215
Que empresa indiana tem o maior número de empregados?,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Que cor expressa a lealdade?,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Qual a cidade com maior população?,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Quem criou a Wikipedia?,1162.6076698303,1159.6689224243,1156.6743850708,1162.6765727997,1220.8433151245,1225.5759239197,1157.722234726,1157.5908660889,1211.2610340118,1198.831319809,1162.37449646,1172.5285053253,1229.8476696014
Rita Wilson é a esposa de Tom Hanks?,2073.8716125488,2054.8927783966,2051.2375831604,1946.2220668793,2129.1351318359,1994.5704936981,2149.8808860779,2186.4919662476,2178.8446903229,2279.91938591,2283.6811542511,2395.4226970673,5813.6746883392
A esposa do presidente Obama chama-se Michelle?,1989.853143692,2169.4877147675,1998.4378814697,2059.0796470642,2051.5024662018,2047.1234321594,2272.5787162781,2275.1474380493,2173.8874912262,2239.559173584,2373.7428188324,2469.646692276,12013.5128498077
Quantos grupos étnicos vivem na Eslovênia?,1054.0142059326,1051.2557029724,1098.030090332,1078.795671463,1110.990524292,1096.7047214508,1097.9764461517,1144.8681354523,1089.7545814514,1110.1496219635,1170.2735424042,1233.2980632782,-1.0
Quem é o presidente da Eritrea?,2394.5667743683,2586.0736370087,2508.0635547638,2470.9486961365,2617.470741272,2504.0781497955,2617.1894073486,2607.9630851746,2505.1527023315,2615.7822608948,2721.9526767731,2521.5344429016,2499.6042251587
Que filmes Stanley Kubrick dirigiu?,902.9304981232,912.3821258545,943.6018466949,908.3840847015,1622.2529411316,911.7307662964,932.1913719177,930.4921627045,913.6593341827,1481.2595844269,900.4485607147,1145.4067230225,907.2155952454
Quando o Titanic foi completado?,668.5180664062,683.1295490265,671.9655990601,674.3912696838,671.8916893005,661.3187789917,674.6883392334,670.7623004913,669.2893505096,672.8415489197,679.1548728943,664.5874977112,655.3916931152
Quantas páginas tem Guerra e Paz?,8422.4390983582,7422.1951961517,7437.3395442963,8533.3378314972,8412.3969078064,6845.1788425446,7948.7557411194,8620.5687522888,6644.6845531464,7972.6276397705,8308.673620224,9244.2812919617,16156.5797328949
Quem é o jogador mais jovem da Premier League?,1788.6939048767,1838.3886814117,1706.342458725,1825.2038955688,1803.4014701843,1838.9372825623,1829.27775383,1826.8005847931,1828.4502029419,1801.5758991241,1985.809803009,1828.4523487091,1790.4880046844
Qual a montanha mais alta da Itália?,3064.1083717346,3065.1316642761,3188.0271434784,3172.6970672607,3087.7342224121,3186.9473457336,3171.950340271,3502.0325183868,3264.7929191589,3082.9434394836,3282.4206352234,3182.0781230927,3159.4996452332
Qual a altura de Claudia Schiffer?,1618.9961433411,1681.779384613,1613.3034229279,1651.5057086945,1618.2997226715,1659.1639518738,1650.506734848,1638.7495994568,1639.8873329163,1727.2582054138,1726.8822193146,1681.565284729,1667.9892539978
Quem foi o vice presidente de John F. Kennedy?,1511.150598526,1562.5522136688,1577.8057575226,1581.573009491,1592.6179885864,1627.5081634521,1662.2836589813,1755.1624774933,1831.6335678101,1835.8559608459,1842.7991867065,1827.8517723083,8839.0922546387
